Name,small,large,circular,mini_hoop,total_rack,", NY, NY","Small, circular"
1057 2 AV,1,0,0,0,1,"1057 2 AV, NY, NY",
1057 FLUSHING AV,0,0,1,0,1,"1057 FLUSHING AV, NY, NY",
1057 FULTON ST,2,0,0,0,2,"1057 FULTON ST, NY, NY",
1059 1 AV,0,0,1,0,1,"1059 1 AV, NY, NY",
106 7 AV,0,0,0,2,2,"106 7 AV, NY, NY",
106 CENTRE ST,1,0,0,0,1,"106 CENTRE ST, NY, NY",
106 CHRYSTIE ST,0,1,0,0,1,"106 CHRYSTIE ST, NY, NY",
106 COURT ST,0,1,2,0,3,"106 COURT ST, NY, NY",
106 E 18 ST,1,0,0,0,1,"106 E 18 ST, NY, NY",
106 E 183 ST,0,0,1,0,1,"106 E 183 ST, NY, NY",
106 E BURNSIDE AV,0,0,1,0,1,"106 E BURNSIDE AV, NY, NY",
106 KENMARE ST,2,0,0,0,2,"106 KENMARE ST, NY, NY",
106 MORNINGSIDE DR,1,0,0,0,1,"106 MORNINGSIDE DR, NY, NY",
106 SPRING ST,1,0,0,0,1,"106 SPRING ST, NY, NY",
106 THAMES ST,0,0,3,0,3,"106 THAMES ST, NY, NY",
106 UNION ST,2,0,0,0,2,"106 UNION ST, NY, NY",
106 W 117 ST,2,0,0,0,2,"106 W 117 ST, NY, NY",
106 W 136 ST,1,0,0,0,1,"106 W 136 ST, NY, NY",
106 W 20 ST,1,0,0,0,1,"106 W 20 ST, NY, NY",
1060 BELMONT AV,0,0,4,0,4,"1060 BELMONT AV, NY, NY",
1060 CASTLETON AV,1,0,0,0,1,"1060 CASTLETON AV, NY, NY",
10604 NORTHERN BL,1,0,0,0,1,"10604 NORTHERN BL, NY, NY",
10606 QUEENS BL,1,0,0,0,1,"10606 QUEENS BL, NY, NY",
1061 BEDFORD AV,0,0,1,0,1,"1061 BEDFORD AV, NY, NY",
10611 71 AV,1,1,0,0,2,"10611 71 AV, NY, NY",
10614 NORTHERN BL,1,0,0,0,1,"10614 NORTHERN BL, NY, NY",
10619 71 AV,1,0,1,0,2,"10619 71 AV, NY, NY",
1062 DEAN ST,0,0,1,0,1,"1062 DEAN ST, NY, NY",
10624 71 AV,0,1,0,0,1,"10624 71 AV, NY, NY",
1063 FULTON ST,1,0,0,0,1,"1063 FULTON ST, NY, NY",
1064 1 AV,1,0,0,0,1,"1064 1 AV, NY, NY",
1064 JACKSON AV,0,2,0,0,2,"1064 JACKSON AV, NY, NY",
1064 MADISON AV,0,0,0,1,1,"1064 MADISON AV, NY, NY",
1065 CASTLETON AV,1,0,0,0,1,"1065 CASTLETON AV, NY, NY",
1065 SOUTHERN BL,1,0,0,0,1,"1065 SOUTHERN BL, NY, NY",
1066 3 AV,2,0,0,0,2,"1066 3 AV, NY, NY",
1067 1 AV,1,0,0,0,1,"1067 1 AV, NY, NY",
1067 RICHMOND AV,1,0,0,0,1,"1067 RICHMOND AV, NY, NY",
1068 JACKSON AV,0,1,0,0,1,"1068 JACKSON AV, NY, NY",
1069 DEAN ST,0,0,1,0,1,"1069 DEAN ST, NY, NY",
107 2 AV,0,9,0,0,9,"107 2 AV, NY, NY",
107 3 ST,0,0,1,0,1,"107 3 ST, NY, NY",
107 5 AV,1,0,0,0,1,"107 5 AV, NY, NY",
107 7 AV,0,0,0,2,2,"107 7 AV, NY, NY",
107 AV A,1,0,0,0,1,"107 AV A, NY, NY",
107 AV C,1,0,0,0,1,"107 AV C, NY, NY",
107 AV F,0,0,1,0,1,"107 AV F, NY, NY",
107 GREENPOINT AV,1,1,0,0,2,"107 GREENPOINT AV, NY, NY",
107 GREENWICH ST,0,0,3,0,3,"107 GREENWICH ST, NY, NY",
107 NASSAU AV,0,0,3,0,3,"107 NASSAU AV, NY, NY",
107 UNIVERSITY PL,2,0,0,0,2,"107 UNIVERSITY PL, NY, NY",
107 WILLOUGHBY ST,0,0,1,0,1,"107 WILLOUGHBY ST, NY, NY",
107 WILSON AV,0,0,1,0,1,"107 WILSON AV, NY, NY",
1070 DEAN ST,0,0,1,0,1,"1070 DEAN ST, NY, NY",
1070 JACKSON AV,1,2,0,0,3,"1070 JACKSON AV, NY, NY",
1070 MADISON AV,0,0,0,1,1,"1070 MADISON AV, NY, NY",
10701 71 AV,0,0,1,0,1,"10701 71 AV, NY, NY",
10702 MYRTLE AV,0,2,0,0,2,"10702 MYRTLE AV, NY, NY",
10709 CONTINENTAL AV,4,0,0,0,4,"10709 CONTINENTAL AV, NY, NY",
1071 5 AV,1,0,0,0,1,"1071 5 AV, NY, NY",
1071 BROADWAY,0,0,1,0,1,"1071 BROADWAY, NY, NY",
1071 MANHATTAN AV,1,0,0,0,1,"1071 MANHATTAN AV, NY, NY",
10716 71 AV,1,0,1,0,2,"10716 71 AV, NY, NY",
10719 71 AV,1,0,0,0,1,"10719 71 AV, NY, NY",
1072 1 AV,1,0,0,0,1,"1072 1 AV, NY, NY",
1072 2 AV,1,2,0,0,3,"1072 2 AV, NY, NY",
1072 BEDFORD AV,1,0,0,0,1,"1072 BEDFORD AV, NY, NY",
10725 71 AV,0,0,1,0,1,"10725 71 AV, NY, NY",
1073 1 AV,1,0,0,0,1,"1073 1 AV, NY, NY",
1073 3 AV,1,0,0,0,1,"1073 3 AV, NY, NY",
1074 2 AV,3,1,0,0,4,"1074 2 AV, NY, NY",
1075 1 AV,2,0,0,0,2,"1075 1 AV, NY, NY",
1075 BROADWAY,0,0,1,0,1,"1075 BROADWAY, NY, NY",
1075 DEAN ST,0,0,1,0,1,"1075 DEAN ST, NY, NY",
1076 3 AV,1,0,0,0,1,"1076 3 AV, NY, NY",
1076 JACKSON AV,0,1,0,0,1,"1076 JACKSON AV, NY, NY",
1077 CORTELYOU RD,0,1,0,0,1,"1077 CORTELYOU RD, NY, NY",
1078 BOSTON RD,1,0,0,0,1,"1078 BOSTON RD, NY, NY",
1078 CORTELYOU RD,0,1,0,0,1,"1078 CORTELYOU RD, NY, NY",
1078 DEAN ST,0,0,1,0,1,"1078 DEAN ST, NY, NY",
1078 FLATBUSH AV,0,0,3,0,3,"1078 FLATBUSH AV, NY, NY",
1078 FULTON ST,0,0,3,0,3,"1078 FULTON ST, NY, NY",
1079 3 AV,1,0,0,0,1,"1079 3 AV, NY, NY",
1079 FULTON ST,6,0,0,0,6,"1079 FULTON ST, NY, NY",
1079 PROSPECT AV,0,0,2,0,2,"1079 PROSPECT AV, NY, NY",
108 5 AV,1,0,0,0,1,"108 5 AV, NY, NY",
108 7 AV,0,0,0,2,2,"108 7 AV, NY, NY",
108 7 AV S,0,0,2,0,2,"108 7 AV S, NY, NY",
108 CENTRAL AV,0,0,1,0,1,"108 CENTRAL AV, NY, NY",
108 CORTELYOU RD,0,0,1,0,1,"108 CORTELYOU RD, NY, NY",
108 DE KALB AV,3,0,0,0,3,"108 DE KALB AV, NY, NY",
108 GRAHAM AV,1,0,0,0,1,"108 GRAHAM AV, NY, NY",
108 GREENPOINT AV,1,0,0,0,1,"108 GREENPOINT AV, NY, NY",
108 JAY ST,3,0,1,0,4,"108 JAY ST, NY, NY",
108 KINGSTON AV,1,0,0,0,1,"108 KINGSTON AV, NY, NY",
108 MOORE ST,1,0,0,0,1,"108 MOORE ST, NY, NY",
108 NORFOLK ST,1,0,0,0,1,"108 NORFOLK ST, NY, NY",
108 ORCHARD ST,1,0,0,0,1,"108 ORCHARD ST, NY, NY",
108 PERRY ST,1,0,0,0,1,"108 PERRY ST, NY, NY",
108 ROEBLING ST,0,0,1,0,1,"108 ROEBLING ST, NY, NY",
108 UNIVERSITY PL,1,0,0,0,1,"108 UNIVERSITY PL, NY, NY",
108 W 14 ST,1,0,0,0,1,"108 W 14 ST, NY, NY",
108 W 146 ST,0,0,1,0,1,"108 W 146 ST, NY, NY",
108 W 20 ST,1,0,0,0,1,"108 W 20 ST, NY, NY",
108 W 3 ST,5,0,0,0,5,"108 W 3 ST, NY, NY",
108 W 95 ST,0,1,0,0,1,"108 W 95 ST, NY, NY",
1080 DEAN ST,0,0,1,0,1,"1080 DEAN ST, NY, NY",
1081 FLUSHING AV,0,0,2,0,2,"1081 FLUSHING AV, NY, NY",
1081 PARK PL,0,0,1,0,1,"1081 PARK PL, NY, NY",
10811 71 AV,1,0,3,0,4,"10811 71 AV, NY, NY",
10819 71 AV,1,0,0,0,1,"10819 71 AV, NY, NY",
1082 NOSTRAND AV,0,1,0,0,1,"1082 NOSTRAND AV, NY, NY",
1084 FULTON ST,1,0,0,0,1,"1084 FULTON ST, NY, NY",
1084 HEGEMAN AV,0,0,1,0,1,"1084 HEGEMAN AV, NY, NY",
1084 MANHATTAN AV,1,0,0,0,1,"1084 MANHATTAN AV, NY, NY",
1085 FULTON ST,1,0,0,0,1,"1085 FULTON ST, NY, NY",
1086 BROADWAY,0,0,1,0,1,"1086 BROADWAY, NY, NY",
1086 SOUTHERN BLVD,1,0,0,0,1,"1086 SOUTHERN BLVD, NY, NY",
1087 FLUSHING AV,0,0,1,0,1,"1087 FLUSHING AV, NY, NY",
1089 BROADWAY,0,0,1,0,1,"1089 BROADWAY, NY, NY",
1089 METROPOLITAN AV,0,0,1,0,1,"1089 METROPOLITAN AV, NY, NY",
109 10 AV,1,0,0,0,1,"109 10 AV, NY, NY",
109 3 AV,1,0,0,0,1,"109 3 AV, NY, NY",
109 4 AV,1,0,0,0,1,"109 4 AV, NY, NY",
109 ATLANTIC AV,1,0,0,0,1,"109 ATLANTIC AV, NY, NY",
109 AV N,0,0,2,0,2,"109 AV N, NY, NY",
109 BOERUM PL,0,0,2,0,2,"109 BOERUM PL, NY, NY",
109 E 16 ST,11,0,0,0,11,"109 E 16 ST, NY, NY",
109 INGRAHAM ST,0,0,4,0,4,"109 INGRAHAM ST, NY, NY",
109 LENOX AV,1,0,0,0,1,"109 LENOX AV, NY, NY",
109 MOFFAT ST,0,0,1,0,1,"109 MOFFAT ST, NY, NY",
109 MONTROSE AV,0,0,2,0,2,"109 MONTROSE AV, NY, NY",
109 S 5 ST,2,0,0,0,2,"109 S 5 ST, NY, NY",
109 S 6 ST,2,0,0,0,2,"109 S 6 ST, NY, NY",
109 SMITH ST,1,0,0,0,1,"109 SMITH ST, NY, NY",
109 W 14 ST,1,0,0,0,1,"109 W 14 ST, NY, NY",
109 W 225 ST,0,0,1,0,1,"109 W 225 ST, NY, NY",
109 W 57 ST,1,0,0,0,1,"109 W 57 ST, NY, NY",
1090 AMSTERDAM AV,1,0,0,2,3,"1090 AMSTERDAM AV, NY, NY",
1090 DEAN ST,0,0,1,0,1,"1090 DEAN ST, NY, NY",
1091 AMSTERDAM AV,1,0,0,0,1,"1091 AMSTERDAM AV, NY, NY",
1091 DEAN ST,0,0,1,0,1,"1091 DEAN ST, NY, NY",
1091 JACKSON AV,1,0,0,0,1,"1091 JACKSON AV, NY, NY",
1091 PROSPECT AV,1,0,0,0,1,"1091 PROSPECT AV, NY, NY",
1091 SOUTHERN BLVD,1,0,0,0,1,"1091 SOUTHERN BLVD, NY, NY",
1093 FLUSHING AV,0,0,1,0,1,"1093 FLUSHING AV, NY, NY",
1093 JACKSON AV,2,0,0,0,2,"1093 JACKSON AV, NY, NY",
1093 SOUTHERN BL,1,0,0,0,1,"1093 SOUTHERN BL, NY, NY",
1094 HANCOCK ST,0,0,1,0,1,"1094 HANCOCK ST, NY, NY",
1094 PUTNAM AV,0,0,1,0,1,"1094 PUTNAM AV, NY, NY",
1095 6 AV,3,0,0,0,3,"1095 6 AV, NY, NY",
1095 AV OF THE AMERICAS,1,0,0,0,1,"1095 AV OF THE AMERICAS, NY, NY",
1095 FLUSHING AV,0,0,1,0,1,"1095 FLUSHING AV, NY, NY",
1095 MANHATTAN AV,0,0,1,0,1,"1095 MANHATTAN AV, NY, NY",
1097 1 AV,1,0,0,0,1,"1097 1 AV, NY, NY",
1097 BERGEN ST,6,0,0,0,6,"1097 BERGEN ST, NY, NY",
1097 BROADWAY,2,1,0,0,3,"1097 BROADWAY, NY, NY",
1099 DEAN ST,0,0,1,0,1,"1099 DEAN ST, NY, NY",
11 6 AV,1,0,0,0,1,"11 6 AV, NY, NY",
11 AV A,1,0,0,0,1,"11 AV A, NY, NY",
11 AV B,1,0,0,0,1,"11 AV B, NY, NY",
11 E 20 ST,1,0,0,0,1,"11 E 20 ST, NY, NY",
11 E 26 ST,2,0,0,0,2,"11 E 26 ST, NY, NY",
11 E 30 ST,1,0,0,0,1,"11 E 30 ST, NY, NY",
11 E 33 ST,0,0,1,0,1,"11 E 33 ST, NY, NY",
11 E 42 ST,0,1,0,0,1,"11 E 42 ST, NY, NY",
11 FRONT ST,0,0,1,0,1,"11 FRONT ST, NY, NY",
11 GRAHAM AV,1,0,0,0,1,"11 GRAHAM AV, NY, NY",
11 MERCER ST,1,0,0,0,1,"11 MERCER ST, NY, NY",
11 TERRACE PL,1,0,0,0,1,"11 TERRACE PL, NY, NY",
11 W 104 ST,1,0,0,0,1,"11 W 104 ST, NY, NY",
11 W 14 ST,1,0,0,0,1,"11 W 14 ST, NY, NY",
11 W 19 ST,1,0,0,0,1,"11 W 19 ST, NY, NY",
11 W 36 ST,0,1,0,0,1,"11 W 36 ST, NY, NY",
11 W 53 ST,1,7,8,0,16,"11 W 53 ST, NY, NY",
11 W 8 ST,0,2,0,0,2,"11 W 8 ST, NY, NY",
11 WATTS ST,1,0,0,0,1,"11 WATTS ST, NY, NY",
110 4 AV,1,0,0,0,1,"110 4 AV, NY, NY",
110 5 AV,4,0,0,0,4,"110 5 AV, NY, NY",
110 7 AV,2,0,0,2,4,"110 7 AV, NY, NY",
110 9 AV,3,0,0,0,3,"110 9 AV, NY, NY",
110 BANK ST,2,0,0,0,2,"110 BANK ST, NY, NY",
110 BROADWAY,0,0,1,0,1,"110 BROADWAY, NY, NY",
110 E 30 ST,1,0,0,0,1,"110 E 30 ST, NY, NY",
110 E 40 ST,0,0,1,0,1,"110 E 40 ST, NY, NY",
110 LAFAYETTE ST,0,1,0,0,1,"110 LAFAYETTE ST, NY, NY",
110 LENOX AV,2,0,0,0,2,"110 LENOX AV, NY, NY",
110 LEROY ST,1,0,0,0,1,"110 LEROY ST, NY, NY",
110 MORNINGSIDE DR,1,0,0,0,1,"110 MORNINGSIDE DR, NY, NY",
110 N 6 ST,1,0,0,0,1,"110 N 6 ST, NY, NY",
110 SMITH ST,1,0,0,0,1,"110 SMITH ST, NY, NY",
110 SULLIVAN ST,3,0,0,0,3,"110 SULLIVAN ST, NY, NY",
110 UNION ST,2,0,0,0,2,"110 UNION ST, NY, NY",
110 VARICK ST,1,0,0,0,1,"110 VARICK ST, NY, NY",
110 W 3 ST,1,0,0,0,1,"110 W 3 ST, NY, NY",
110 W 51 ST,1,0,0,0,1,"110 W 51 ST, NY, NY",
110 W 57 ST,1,0,0,0,1,"110 W 57 ST, NY, NY",
110 W 90 ST,1,0,0,0,1,"110 W 90 ST, NY, NY",
110 WASHINGTON AV,0,0,2,0,2,"110 WASHINGTON AV, NY, NY",
110 WEST END AV,2,3,0,2,7,"110 WEST END AV, NY, NY",
110 WYCKOFF AV,0,0,1,0,1,"110 WYCKOFF AV, NY, NY",
110 YORK ST,2,0,1,0,3,"110 YORK ST, NY, NY",
1100 NEWKIRK AV,0,0,10,0,10,"1100 NEWKIRK AV, NY, NY",
1101 1 AV,1,0,0,0,1,"1101 1 AV, NY, NY",
1101 FULTON ST,1,0,0,0,1,"1101 FULTON ST, NY, NY",
1102 8 AV,0,0,1,0,1,"1102 8 AV, NY, NY",
1102 CORTELYOU RD,0,1,0,0,1,"1102 CORTELYOU RD, NY, NY",
1102 LAFAYETTE AV,0,0,1,0,1,"1102 LAFAYETTE AV, NY, NY",
1103 1 AV,1,0,0,0,1,"1103 1 AV, NY, NY",
1103 3 AV,2,0,0,0,2,"1103 3 AV, NY, NY",
1103 FULTON ST,1,0,0,0,1,"1103 FULTON ST, NY, NY",
1103 STERLING PL,0,0,1,0,1,"1103 STERLING PL, NY, NY",
11031 73 RD,1,0,0,0,1,"11031 73 RD, NY, NY",
1104 8 AV,0,0,1,0,1,"1104 8 AV, NY, NY",
1104 BUSHWICK AV,0,0,1,0,1,"1104 BUSHWICK AV, NY, NY",
1104 LAFAYETTE AV,0,0,1,0,1,"1104 LAFAYETTE AV, NY, NY",
1104 MANHATTAN AV,0,0,1,0,1,"1104 MANHATTAN AV, NY, NY",
1105 1 AV,0,2,0,0,2,"1105 1 AV, NY, NY",
1105 44 DR,1,0,0,0,1,"1105 44 DR, NY, NY",
1105 NEWKIRK AV,1,0,0,0,1,"1105 NEWKIRK AV, NY, NY",
1106 WESTCHESTER AV,1,0,0,0,1,"1106 WESTCHESTER AV, NY, NY",
11062 QUEENS BL,2,0,0,0,2,"11062 QUEENS BL, NY, NY",
1107 BROADWAY,1,0,0,0,1,"1107 BROADWAY, NY, NY",
1108 3 AV,1,0,0,0,1,"1108 3 AV, NY, NY",
1108 30 AV,2,0,0,0,2,"1108 30 AV, NY, NY",
1108 MANHATTAN AV,0,0,2,0,2,"1108 MANHATTAN AV, NY, NY",
1109 1 AV,1,0,0,0,1,"1109 1 AV, NY, NY",
1109 NOSTRAND AV,1,0,0,0,1,"1109 NOSTRAND AV, NY, NY",
111 2 AV,2,3,0,0,5,"111 2 AV, NY, NY",
111 3 AV,1,0,0,0,1,"111 3 AV, NY, NY",
111 3 ST,0,0,1,0,1,"111 3 ST, NY, NY",
111 5 AV,2,0,0,0,2,"111 5 AV, NY, NY",
111 7 AV,1,0,0,0,1,"111 7 AV, NY, NY",
111 CENTRAL PK N,0,0,2,0,2,"111 CENTRAL PK N, NY, NY",
111 CENTRE ST,1,1,0,0,2,"111 CENTRE ST, NY, NY",
111 CHAMBERS ST,1,0,0,0,1,"111 CHAMBERS ST, NY, NY",
111 DELANCEY ST,1,0,0,0,1,"111 DELANCEY ST, NY, NY",
111 E 125 ST,0,0,1,0,1,"111 E 125 ST, NY, NY",
111 E 22 ST,2,0,0,0,2,"111 E 22 ST, NY, NY",
111 E 33 ST,3,0,0,0,3,"111 E 33 ST, NY, NY",
111 E 59 ST,0,2,0,0,2,"111 E 59 ST, NY, NY",
111 E 69 ST,0,1,0,0,1,"111 E 69 ST, NY, NY",
111 E 8 ST,1,0,0,0,1,"111 E 8 ST, NY, NY",
111 FRANKLIN ST,1,0,0,0,1,"111 FRANKLIN ST, NY, NY",
111 FRONT ST,2,0,0,0,2,"111 FRONT ST, NY, NY",
111 JANE ST,1,0,0,0,1,"111 JANE ST, NY, NY",
111 KINGSTON AV,0,0,2,0,2,"111 KINGSTON AV, NY, NY",
111 MORTON ST,1,0,0,0,1,"111 MORTON ST, NY, NY",
111 N 3 ST,1,0,0,0,1,"111 N 3 ST, NY, NY",
111 SPENCER ST,0,0,2,0,2,"111 SPENCER ST, NY, NY",
111 ST MARK'S PL,1,0,0,0,1,"111 ST MARK'S PL, NY, NY",
111 THOMPSON ST,1,0,0,0,1,"111 THOMPSON ST, NY, NY",
111 UNIVERSITY PL,0,1,0,0,1,"111 UNIVERSITY PL, NY, NY",
111 W 16 ST,0,1,0,0,1,"111 W 16 ST, NY, NY",
111 W 28 ST,1,0,0,0,1,"111 W 28 ST, NY, NY",
111 WILLOUGHBY ST,0,0,1,0,1,"111 WILLOUGHBY ST, NY, NY",
111 WORTH ST,2,0,0,0,2,"111 WORTH ST, NY, NY",
1110 3 AV,1,0,0,0,1,"1110 3 AV, NY, NY",
1110 BOSTON RD,1,0,0,0,1,"1110 BOSTON RD, NY, NY",
11106 ROOSEVELT AV,3,0,0,0,3,"11106 ROOSEVELT AV, NY, NY",
1111 1 AV,1,0,0,0,1,"1111 1 AV, NY, NY",
1111 8 AV,0,0,1,0,1,"1111 8 AV, NY, NY",
1111 MC DONALD AV,0,0,1,0,1,"1111 MC DONALD AV, NY, NY",
11112 NORTHERN BL,1,0,0,0,1,"11112 NORTHERN BL, NY, NY",
1112 45 ST,0,0,1,0,1,"1112 45 ST, NY, NY",
1112 8 AV,1,0,0,0,1,"1112 8 AV, NY, NY",
1112 CORTELYOU RD,0,0,2,0,2,"1112 CORTELYOU RD, NY, NY",
1113 GRANT AV,0,0,2,0,2,"1113 GRANT AV, NY, NY",
1114 CORTELYOU RD,0,0,2,0,2,"1114 CORTELYOU RD, NY, NY",
1114 MANHATTAN AV,0,0,1,0,1,"1114 MANHATTAN AV, NY, NY",
1115 1 AV,1,0,0,0,1,"1115 1 AV, NY, NY",
1116 AMSTERDAM AV,0,0,0,2,2,"1116 AMSTERDAM AV, NY, NY",
1116 MANHATTAN AV,0,0,1,0,1,"1116 MANHATTAN AV, NY, NY",
112 9 AV,1,0,0,0,1,"112 9 AV, NY, NY",
112 CORTELYOU RD,0,0,1,0,1,"112 CORTELYOU RD, NY, NY",
112 COURT ST,1,1,0,0,2,"112 COURT ST, NY, NY",
112 E 19 ST,1,0,0,0,1,"112 E 19 ST, NY, NY",
112 FRANKLIN ST,1,0,0,0,1,"112 FRANKLIN ST, NY, NY",
112 KINGSTON AV,1,0,0,0,1,"112 KINGSTON AV, NY, NY",
112 MADISON AV,0,0,2,0,2,"112 MADISON AV, NY, NY",
112 MONTAGUE ST,1,0,0,0,1,"112 MONTAGUE ST, NY, NY",
112 UNIVERSITY PL,1,0,0,0,1,"112 UNIVERSITY PL, NY, NY",
112 W 23 ST,1,0,0,0,1,"112 W 23 ST, NY, NY",
112 W 27 ST,0,0,1,0,1,"112 W 27 ST, NY, NY",
112 WHITE ST,1,0,0,0,1,"112 WHITE ST, NY, NY",
112 YORK ST,2,1,1,0,4,"112 YORK ST, NY, NY",
1120 8 AV,0,0,1,0,1,"1120 8 AV, NY, NY",
1120 AV OF THE AMERICAS,0,0,2,0,2,"1120 AV OF THE AMERICAS, NY, NY",
1120 CORTELYOU RD,0,0,2,0,2,"1120 CORTELYOU RD, NY, NY",
1120 SOUTHERN BLVD,1,0,0,0,1,"1120 SOUTHERN BLVD, NY, NY",
11204 QUEENS BL,1,0,0,0,1,"11204 QUEENS BL, NY, NY",
1121 BEDFORD AV,1,4,0,0,5,"1121 BEDFORD AV, NY, NY",
1121 GREENE AV,0,0,1,0,1,"1121 GREENE AV, NY, NY",
1121 SOUTHERN BLVD,1,0,0,0,1,"1121 SOUTHERN BLVD, NY, NY",
1123 EASTERN PKWY,1,0,0,0,1,"1123 EASTERN PKWY, NY, NY",
1124 AMSTERDAM AV,0,0,0,1,1,"1124 AMSTERDAM AV, NY, NY",
1125 CARROLL ST,1,0,0,0,1,"1125 CARROLL ST, NY, NY",
1125 EASTERN PKWY,0,2,0,0,2,"1125 EASTERN PKWY, NY, NY",
1127 NOSTRAND AV,0,1,0,0,1,"1127 NOSTRAND AV, NY, NY",
113 4 AV,1,0,0,0,1,"113 4 AV, NY, NY",
113 AV A,1,0,0,0,1,"113 AV A, NY, NY",
113 COURT ST,0,0,1,0,1,"113 COURT ST, NY, NY",
113 E 183 ST,0,0,1,0,1,"113 E 183 ST, NY, NY",
113 E 23 ST,0,2,0,0,2,"113 E 23 ST, NY, NY",
113 E 31 ST,1,1,0,0,2,"113 E 31 ST, NY, NY",
113 E 57 ST,1,0,0,0,1,"113 E 57 ST, NY, NY",
113 E 8 ST,1,0,0,0,1,"113 E 8 ST, NY, NY",
113 FRANKLIN ST,2,0,0,0,2,"113 FRANKLIN ST, NY, NY",
113 GRAHAM AV,1,0,0,0,1,"113 GRAHAM AV, NY, NY",
113 HORATIO ST,0,0,2,0,2,"113 HORATIO ST, NY, NY",
113 MONTAGUE ST,1,0,0,0,1,"113 MONTAGUE ST, NY, NY",
113 N 3 ST,1,0,0,0,1,"113 N 3 ST, NY, NY",
113 PACIFIC ST,1,0,0,0,1,"113 PACIFIC ST, NY, NY",
113 ST MARK'S PL,1,0,0,0,1,"113 ST MARK'S PL, NY, NY",
113 SULLIVAN ST,1,0,0,0,1,"113 SULLIVAN ST, NY, NY",
113 UNION ST,1,0,0,0,1,"113 UNION ST, NY, NY",
113 W 28 ST,1,0,0,0,1,"113 W 28 ST, NY, NY",
113 W 60 ST,1,0,0,0,1,"113 W 60 ST, NY, NY",
113 WILSON AV,0,0,1,0,1,"113 WILSON AV, NY, NY",
1131 3 AV,2,0,0,0,2,"1131 3 AV, NY, NY",
1131 AMSTERDAM AV,0,0,0,1,1,"1131 AMSTERDAM AV, NY, NY",
1132 SOUTHERN BL,0,1,0,0,1,"1132 SOUTHERN BL, NY, NY",
1132 TARGEE ST,1,0,0,0,1,"1132 TARGEE ST, NY, NY",
11325 BEACH CHANNEL DR,1,0,0,0,1,"11325 BEACH CHANNEL DR, NY, NY",
1133 1 AV,1,0,0,0,1,"1133 1 AV, NY, NY",
1133 6 AV,0,1,0,0,1,"1133 6 AV, NY, NY",
1133 BOSTON RD,1,0,0,0,1,"1133 BOSTON RD, NY, NY",
1133 SOUTHERN BLVD,1,0,0,0,1,"1133 SOUTHERN BLVD, NY, NY",
1135 1 AV,1,0,0,0,1,"1135 1 AV, NY, NY",
1135 AMSTERDAM AV,0,0,0,1,1,"1135 AMSTERDAM AV, NY, NY",
1135 FLATBUSH AV,0,0,1,0,1,"1135 FLATBUSH AV, NY, NY",
1138 1 AV,1,0,0,0,1,"1138 1 AV, NY, NY",
114 4 AV,0,1,0,0,1,"114 4 AV, NY, NY",
114 5 AV,1,1,0,0,2,"114 5 AV, NY, NY",
114 7 AV,1,0,0,2,3,"114 7 AV, NY, NY",
114 AMSTERDAM AV,1,0,0,0,1,"114 AMSTERDAM AV, NY, NY",
114 BRIDGE ST,2,0,0,0,2,"114 BRIDGE ST, NY, NY",
114 BUSHWICK AV,0,0,1,0,1,"114 BUSHWICK AV, NY, NY",
114 CENTRAL AV,0,0,1,0,1,"114 CENTRAL AV, NY, NY",
114 COURT ST,0,1,0,0,1,"114 COURT ST, NY, NY",
114 E 40 ST,0,0,1,0,1,"114 E 40 ST, NY, NY",
114 FRANKLIN ST,2,1,0,0,3,"114 FRANKLIN ST, NY, NY",
114 JAY ST,1,0,0,0,1,"114 JAY ST, NY, NY",
114 MONTAGUE ST,1,0,0,0,1,"114 MONTAGUE ST, NY, NY",
114 W 14 ST,1,0,0,0,1,"114 W 14 ST, NY, NY",
114 W 26 ST,1,0,0,0,1,"114 W 26 ST, NY, NY",
114 WYCKOFF AV,0,0,1,0,1,"114 WYCKOFF AV, NY, NY",
1140 1 AV,1,0,0,0,1,"1140 1 AV, NY, NY",
1140 BAY ST,1,0,0,0,1,"1140 BAY ST, NY, NY",
1140 PACIFIC ST,2,0,0,0,2,"1140 PACIFIC ST, NY, NY",
1140 ST NICHOLAS AV,1,0,0,0,1,"1140 ST NICHOLAS AV, NY, NY",
11401 JAMAICA AV,2,0,0,0,2,"11401 JAMAICA AV, NY, NY",
1142 3 AV,2,0,0,0,2,"1142 3 AV, NY, NY",
1143 1 AV,2,0,0,0,2,"1143 1 AV, NY, NY",
1143 2 AV,1,0,0,0,1,"1143 2 AV, NY, NY",
1144 1 AV,2,0,0,0,2,"1144 1 AV, NY, NY",
1144 HALSEY ST,0,0,1,0,1,"1144 HALSEY ST, NY, NY",
1145 1 AV,2,0,0,0,2,"1145 1 AV, NY, NY",
1145 BOSTON RD,1,0,0,0,1,"1145 BOSTON RD, NY, NY",
1145 CLAY AV,2,0,0,0,2,"1145 CLAY AV, NY, NY",
1146 BUSHWICK AV,0,0,1,0,1,"1146 BUSHWICK AV, NY, NY",
1146 LEXINGTON AV,1,0,0,0,1,"1146 LEXINGTON AV, NY, NY",
1148 FLATBUSH AV,0,0,1,0,1,"1148 FLATBUSH AV, NY, NY",
1149 MYRTLE AV,0,1,0,0,1,"1149 MYRTLE AV, NY, NY",
115 4 AV,0,1,0,0,1,"115 4 AV, NY, NY",
115 7 AV,1,1,0,2,4,"115 7 AV, NY, NY",
